student_id,age,gender,education_level,avg_sleep_hours,screen_time_hours,social_media_hours,study_hours_per_day,exercise_hours_per_week,caffeine_drinks_per_day,stress_level,anxiety_score,gpa,uses_sleep_app,feels_burned_out
2246,15,Female,Undergraduate,8,2,2,3,2.7,3,6,5,3.4,FALSE,FALSE
2247,24,Male,Undergraduate,6.2,10,4.1,3,1.7,2,9,10,3.02,TRUE,TRUE
2248,18,Female,Undergraduate,7,10.5,6.2,5.3,7.2,4,8,10,2.89,FALSE,TRUE
2249,23,Male,Graduate,8.6,7.4,3.7,4.3,2.6,1,6,7,3.28,TRUE,FALSE
2250,22,Male,High School,7.9,6.4,3.5,3.7,3.8,3,10,8,2.94,TRUE,TRUE
2251,17,Male,Undergraduate,8.1,4.1,2,3.9,2,1,7,8,3.08,FALSE,TRUE
2252,20,Female,High School,7.3,5,2.7,1,5.5,1,5,7,3.27,FALSE,FALSE
2253,15,Male,High School,6.1,7.2,3.4,3.5,8.3,1,6,6,2.97,TRUE,FALSE
2254,21,Male,Undergraduate,7.9,6.9,4.9,4.1,4.3,1,6,4,3.72,FALSE,FALSE
2255,17,Female,Undergraduate,7.1,9.1,4.4,2.9,3.6,3,10,8,3.13,FALSE,TRUE
2256,19,Female,Graduate,8.6,5.5,2.6,4.6,5.7,2,5,5,3.77,FALSE,FALSE
2257,19,Female,Undergraduate,7.8,5.3,2.5,3.6,5.3,2,7,7,3.9,TRUE,TRUE
2258,15,Female,Undergraduate,6.3,9.6,6.1,4.3,1,1,9,8,3.23,FALSE,TRUE
2259,17,Male,High School,7.6,5,2.2,3.7,2.3,3,7,7,3.64,TRUE,TRUE
2260,24,Prefer not to say,High School,7,5.8,3.5,5.1,0.8,2,9,10,2.67,FALSE,TRUE
2261,24,Female,Undergraduate,5.8,8.5,4.7,4,3.5,2,9,9,3.45,FALSE,TRUE
2262,16,Female,Undergraduate,7.3,9.3,5.4,0.7,0.7,2,8,9,3.09,FALSE,TRUE
2263,19,Prefer not to say,Undergraduate,7.6,5.9,3.9,4.5,6.7,3,4,6,3.87,TRUE,FALSE
2264,19,Female,Graduate,9.7,3,1.9,4.9,2.8,1,4,2,4,TRUE,FALSE
2265,18,Female,Undergraduate,6.2,11.9,7.8,2.6,6.5,2,9,8,2.82,FALSE,TRUE
2266,22,Prefer not to say,Undergraduate,6.7,4.5,2.6,3.2,7.7,4,7,6,3.58,TRUE,TRUE
2267,23,Male,Undergraduate,7.1,7.4,4.5,4.2,5,3,7,5,2.98,FALSE,TRUE
2268,18,Female,Undergraduate,6.5,8.1,4.5,3.4,5.1,1,7,5,3.45,FALSE,TRUE
2269,21,Female,Undergraduate,6.9,6,4.2,3.5,1.9,3,7,7,2.98,FALSE,TRUE
2270,18,Male,Undergraduate,6.5,4.7,2.8,6.5,0.6,2,10,8,3.29,FALSE,TRUE
2271,23,Female,Undergraduate,7,4.1,0,3.2,6.2,2,4,2,3.95,TRUE,FALSE
2272,21,Male,Undergraduate,8.4,8.3,4,3.2,4,1,7,5,3.24,FALSE,TRUE
2273,17,Female,Undergraduate,7.7,2.7,2.5,2.9,8.3,3,7,8,3.61,FALSE,TRUE
2274,20,Non-binary,Undergraduate,7.4,6.7,3.9,3.5,4.1,1,7,8,2.98,FALSE,TRUE
2275,17,Female,High School,6.9,6.3,3.5,2.3,1.5,3,7,9,2.99,FALSE,TRUE
2276,23,Male,Undergraduate,5.7,7.4,3.8,4.4,2.9,3,9,9,2.69,FALSE,TRUE
2277,17,Female,Undergraduate,7.3,6,3.3,0.7,0.5,0,9,10,2.98,FALSE,TRUE
2278,20,Male,Undergraduate,7.4,8.3,4.8,3.8,3,2,9,9,3.06,FALSE,TRUE
2279,17,Prefer not to say,Undergraduate,7,6.5,3.4,4.1,0,4,9,10,3.46,TRUE,TRUE
2280,21,Male,Undergraduate,9.3,6.2,2.3,2.7,1,1,8,7,3.7,FALSE,TRUE
2281,18,Male,Undergraduate,7.5,3.1,2.2,1.8,5.5,2,7,6,3.41,TRUE,TRUE
2282,16,Female,High School,7.3,7.2,3.8,4.2,0.8,0,7,8,3.33,TRUE,TRUE
2283,19,Male,High School,5.8,7.5,3.9,5.6,5,1,8,7,2.87,FALSE,TRUE
2284,21,Male,Undergraduate,7.6,6.5,2,0,0.9,2,8,9,3.48,TRUE,TRUE
2285,16,Male,Undergraduate,8.2,7.3,2.7,4.5,3.7,2,8,7,3.42,TRUE,TRUE
2286,17,Male,Undergraduate,8.1,5.6,3.4,4.8,2.9,3,6,4,3.38,TRUE,FALSE
2287,21,Male,Undergraduate,6.7,1.9,0,1.7,4.3,0,7,9,3.87,FALSE,TRUE
2288,20,Male,Graduate,8.1,5.7,3.5,5.3,3.5,2,8,7,3.58,FALSE,TRUE
2289,24,Female,Undergraduate,7.2,4.9,3.5,3.2,1.8,2,6,6,3.62,TRUE,FALSE
2290,14,Male,High School,6.5,7.1,1.3,1,6.4,0,5,7,3.71,FALSE,FALSE
2291,20,Male,High School,8.5,4.1,2,3.8,0,3,8,10,3.31,FALSE,TRUE
2292,24,Female,Graduate,7.3,8.9,4.3,3.6,1.3,2,8,10,3.3,FALSE,TRUE
2293,23,Female,Undergraduate,7.2,7.5,2.1,2.3,0,1,10,8,3.09,FALSE,TRUE
2294,22,Female,Undergraduate,7.1,8,5.9,5.3,1.1,0,10,10,2.82,TRUE,TRUE
2295,19,Male,Undergraduate,8.4,6.1,4.9,2.8,3.1,1,8,9,3.15,TRUE,TRUE
2296,21,Non-binary,Graduate,8.3,6.9,3.9,3.9,0,5,6,4,3.03,TRUE,FALSE
2297,19,Male,Undergraduate,7.2,7.5,5.1,2.6,5.1,3,10,10,2.34,FALSE,TRUE
2298,14,Female,High School,8.6,4.8,3.5,2.5,6.5,1,6,6,4,FALSE,FALSE
2299,18,Male,Undergraduate,7.7,7.4,5.1,1.6,6.5,2,8,7,3.72,FALSE,TRUE
2300,21,Female,Undergraduate,10.2,4,2.1,5.6,0,3,4,2,4,FALSE,FALSE
2301,22,Female,High School,5.7,9.8,4.8,3.9,2.9,3,8,8,2.64,TRUE,TRUE
2302,21,Female,Undergraduate,8.9,5.6,4.5,2.3,4.6,1,6,7,3.1,FALSE,FALSE
2303,16,Male,Undergraduate,7.1,6.9,1.9,3.4,5.7,2,7,9,3.46,FALSE,TRUE
2304,20,Male,Undergraduate,9.7,5.2,1.7,4.8,3.5,1,6,4,3.67,TRUE,FALSE
2305,21,Male,Graduate,8,4,4,3.1,1.6,3,6,5,3.04,FALSE,FALSE
2306,15,Female,Undergraduate,7.1,9.4,5.2,4,4.9,3,9,10,3.08,TRUE,TRUE
2307,23,Male,Undergraduate,7.3,7.1,2.8,2.2,5,3,9,8,3.29,FALSE,TRUE
2308,22,Male,Graduate,8.7,1.4,0,3.2,4.9,0,4,3,3.58,FALSE,FALSE
2309,19,Female,Undergraduate,7.3,3.1,3,0.7,5,1,5,6,3.8,FALSE,FALSE
2310,19,Female,Undergraduate,7.5,6.2,2.7,3.1,7.2,1,4,6,3.53,TRUE,FALSE
2311,15,Male,High School,6.9,7.8,4.4,2.2,3.3,0,5,6,3.2,FALSE,FALSE
2312,21,Female,Undergraduate,7.2,6.5,2.6,5,0.9,2,7,5,3.3,FALSE,TRUE
2313,18,Female,Undergraduate,6.5,7.3,3.4,2.3,3.6,1,9,7,2.63,FALSE,TRUE
2314,18,Male,Undergraduate,8.3,4,0,2,1.3,2,6,6,3.89,FALSE,FALSE
2315,19,Male,Undergraduate,6.2,10.7,7.1,4.3,5.1,1,9,10,2.95,FALSE,TRUE
2316,14,Male,Undergraduate,7.9,6,3,2.1,6.5,0,7,8,3,FALSE,TRUE
2317,21,Male,Undergraduate,7.6,7.3,4.2,3.3,5.2,3,7,9,3.41,FALSE,TRUE
2318,25,Female,High School,8.2,3.9,2.2,3,0.3,2,6,4,3.25,FALSE,FALSE
2319,21,Non-binary,High School,9,6.2,3,2.9,4.9,2,6,6,3.2,FALSE,FALSE
2320,18,Male,Undergraduate,6.3,9.6,5.5,1.8,11.1,3,5,3,3.21,FALSE,FALSE
2321,23,Female,Undergraduate,6.5,7.5,2.6,4.6,2.4,1,10,10,3.33,FALSE,TRUE
2322,16,Male,High School,8.5,3.8,1,2.2,3.2,4,5,5,3.04,FALSE,FALSE
2323,18,Female,High School,7.1,8.6,7.1,3.8,3.5,0,10,9,2.63,TRUE,TRUE
2324,20,Female,High School,9,4.3,2.2,3.7,4.3,1,6,4,4,TRUE,FALSE
2325,14,Female,High School,8.8,1,1.3,4.1,1.8,2,7,8,3.3,FALSE,TRUE
2326,22,Male,Undergraduate,6.8,6.6,2.3,2.5,6.5,2,7,8,3.68,FALSE,TRUE
2327,19,Male,Undergraduate,8,2.3,0.7,2.5,8.4,2,4,4,3.38,FALSE,FALSE
2328,22,Female,Graduate,7.7,7.1,3.5,4,0.5,2,10,10,3.2,TRUE,TRUE
2329,20,Male,Graduate,9,1.6,0,2.3,3.5,0,4,4,3.81,TRUE,FALSE
2330,21,Male,Undergraduate,8.8,5,5.4,2.5,3.2,2,6,6,3.45,TRUE,FALSE
2331,23,Male,High School,7.2,9.4,6,2.6,1.3,1,7,9,2.84,TRUE,TRUE
2332,20,Male,Undergraduate,6.4,8.4,2.2,3,7.5,2,6,4,3.12,FALSE,FALSE
2333,21,Female,Undergraduate,6.9,8.1,7.1,2.7,4.1,2,8,8,3.17,FALSE,TRUE
2334,17,Non-binary,Undergraduate,6.2,8,4.4,3,3,1,8,9,3.36,TRUE,TRUE
2335,21,Non-binary,High School,6.4,9.2,5.1,1.8,0.8,4,9,8,2.76,TRUE,TRUE
2336,18,Prefer not to say,Undergraduate,7.4,3.1,2.8,3.2,3.8,2,7,9,3.39,FALSE,TRUE
2337,21,Non-binary,High School,4.9,11.5,5.9,4.4,3.5,2,8,8,3.36,FALSE,TRUE
2338,18,Male,High School,9,6.7,3.9,2.1,5.9,3,7,5,3.6,FALSE,TRUE
2339,20,Male,High School,7.8,4,2.2,3.9,4.8,3,4,6,3.97,TRUE,FALSE
2340,19,Female,Undergraduate,8,5.3,3.4,6,5.9,2,6,6,3.08,TRUE,FALSE
2341,19,Female,Undergraduate,8.7,4.8,3.1,1.5,3.6,1,6,5,3,FALSE,FALSE
2342,16,Male,Undergraduate,6.8,9.7,6,3,6.4,0,7,9,2.78,FALSE,TRUE
2343,21,Male,Undergraduate,5.9,8.5,4.9,3.4,4.7,1,8,6,2.77,FALSE,TRUE
2344,21,Female,Undergraduate,8.5,8.8,5.6,2.9,7.5,0,9,8,3.28,FALSE,TRUE
2345,21,Male,High School,6.3,9,6.1,1.5,0.7,3,10,10,2.71,FALSE,TRUE
2346,22,Female,Undergraduate,6.9,8.9,4.1,3.3,4.8,3,10,9,3.18,TRUE,TRUE
2347,15,Female,High School,7.3,6.5,2.6,2.3,2.1,2,8,9,3.33,FALSE,TRUE
2348,16,Female,Undergraduate,7.1,8.1,3.5,4,3.5,0,7,5,3.22,TRUE,TRUE
2349,19,Female,Undergraduate,7.7,9.1,4.4,6.1,5.6,2,8,8,3.35,TRUE,TRUE
2350,16,Male,Graduate,6.6,8.2,5.5,3.4,2.6,3,9,8,2.69,FALSE,TRUE
2351,20,Female,Undergraduate,7,6.5,4.9,5.4,2.1,2,6,4,3.01,TRUE,FALSE
2352,20,Male,Undergraduate,7.9,7.1,3.4,1.8,7.1,6,6,5,3.54,FALSE,FALSE
2353,16,Male,Undergraduate,7,7.9,4.3,3.5,3.3,2,6,6,3.48,FALSE,FALSE
2354,21,Female,High School,8.8,3.3,1.6,3.8,5,1,5,7,3.8,TRUE,FALSE
2355,22,Male,Graduate,8.4,4.5,3.5,1.6,4.7,3,7,6,3.47,TRUE,TRUE
2356,19,Female,Undergraduate,7,6.2,4,1.3,4.2,0,6,6,3.15,FALSE,FALSE
2357,19,Female,High School,6,10.5,7.7,2.9,2.9,2,10,10,3.11,FALSE,TRUE
2358,20,Female,High School,8,5.4,3.7,0.3,7.8,1,6,8,3.11,FALSE,FALSE
2359,25,Female,Undergraduate,6.5,11.6,6.3,4.5,5.8,3,9,8,2.59,FALSE,TRUE
2360,22,Female,Undergraduate,8.4,3.6,2.3,2.4,2.7,1,7,6,3.39,FALSE,TRUE
2361,19,Female,Undergraduate,8.4,6.7,3.5,3.7,0.6,2,8,8,3.23,FALSE,TRUE
2362,19,Male,Undergraduate,6.2,10.6,7.6,4,0.5,3,10,9,2.13,TRUE,TRUE
2363,20,Female,Undergraduate,7.4,7.1,1.9,3.2,4.7,2,8,10,2.94,FALSE,TRUE
2364,19,Female,High School,7.5,5.2,3.5,1.3,7.2,1,5,4,3.66,FALSE,FALSE
2365,21,Female,Graduate,7.1,7.9,5.1,1.3,0,0,8,7,3.6,FALSE,TRUE
2366,22,Female,High School,7.3,4.6,3.9,3.2,0,2,8,9,3.18,FALSE,TRUE
2367,29,Male,Undergraduate,6.1,7.3,4.9,1.2,0,1,9,9,2.69,FALSE,TRUE
2368,18,Female,Undergraduate,8.3,2.3,1.8,1.9,8.5,2,5,5,3.84,FALSE,FALSE
2369,20,Female,Undergraduate,8.8,6.2,3,2.4,5,5,6,7,3.56,TRUE,FALSE
2370,25,Female,High School,7.2,5.8,3.2,1.1,2.8,3,7,6,3.08,TRUE,TRUE
2371,14,Female,Undergraduate,7.5,6.6,3.1,3.9,0,1,7,6,3.68,FALSE,TRUE
2372,20,Male,Undergraduate,6.9,8.3,4.1,2.9,3.6,3,9,10,2.97,FALSE,TRUE
2373,17,Female,Graduate,6.5,7.6,4.9,4.8,2.2,4,8,6,3.38,FALSE,TRUE
2374,23,Prefer not to say,Undergraduate,7.2,5.9,3.9,5.8,1.5,2,9,7,3.74,FALSE,TRUE
2375,20,Female,Undergraduate,7.2,7.8,3.9,1.5,4.2,3,8,8,3.38,FALSE,TRUE
2376,21,Male,Undergraduate,5.4,11,5.3,0,0,1,10,10,2.31,FALSE,TRUE
2377,27,Female,High School,7.4,3.2,0.8,2.7,6.1,1,6,8,3.45,FALSE,FALSE
2378,18,Male,High School,7.3,5.2,3.5,3.2,0.2,3,9,8,2.87,FALSE,TRUE
2379,19,Female,High School,5.9,10.2,4.4,1,6.6,5,10,10,2.82,FALSE,TRUE
2380,22,Male,Undergraduate,7.1,4.1,0.8,3.6,0,3,7,9,3.59,FALSE,TRUE
2381,18,Female,Undergraduate,9,3.4,2.6,2.6,2.7,3,7,6,3.59,FALSE,TRUE
2382,21,Female,High School,9.5,3.6,1.1,5.3,3.1,2,5,4,4,TRUE,FALSE
2383,17,Female,Graduate,7.2,5.2,3.9,2.1,6.3,3,5,3,3.53,FALSE,FALSE
2384,18,Female,Undergraduate,8.2,6.6,2.8,0.9,5.8,1,6,5,3.57,FALSE,FALSE
2385,21,Female,Undergraduate,8.9,3.1,0.9,0.4,6.3,1,6,6,3.24,FALSE,FALSE
2386,19,Male,Graduate,7.2,8.3,4.6,1.6,3.3,4,5,7,3.79,FALSE,FALSE
2387,20,Female,High School,7,9.3,4.3,4.4,6.2,1,7,7,2.95,FALSE,TRUE
2388,23,Female,Undergraduate,8.2,6.4,2.2,3.7,1.1,1,9,10,3.44,FALSE,TRUE
2389,21,Male,Undergraduate,6.4,5,2.4,3.1,0,2,9,10,3.34,FALSE,TRUE
2390,20,Female,Graduate,6.6,8.6,6.5,2.6,8.2,0,6,5,2.87,TRUE,FALSE
2391,22,Female,Undergraduate,6.6,6.2,3.1,3.6,5.1,2,8,10,2.93,TRUE,TRUE
2392,20,Male,Undergraduate,7.7,5.4,3,2.1,0.7,3,8,7,3,FALSE,TRUE
2393,14,Male,Undergraduate,7.5,6.1,3.2,5,4.7,4,9,9,3.19,FALSE,TRUE
2394,15,Female,High School,7.3,4.3,2.6,1.2,1.6,0,8,6,3.03,FALSE,TRUE
2395,21,Male,High School,9.3,5.4,3.4,4,5.4,4,5,5,3.21,FALSE,FALSE
2396,21,Male,Undergraduate,7.6,8.6,4.9,2.6,2.5,1,7,9,3.06,FALSE,TRUE
2397,24,Male,Undergraduate,5.6,8.4,5.8,5.4,3.1,0,10,10,3.46,FALSE,TRUE
2398,19,Male,High School,8,7.5,4.9,2,3.5,3,6,5,3.83,FALSE,FALSE
2399,14,Male,Undergraduate,6.6,9.1,5.1,2.7,6.8,2,8,6,2.98,FALSE,TRUE
2400,20,Female,Undergraduate,6,8,4.5,1.4,7.2,0,8,10,3.35,FALSE,TRUE
2401,25,Female,High School,7.9,9.1,8.3,3.1,2.7,0,6,6,2.82,FALSE,FALSE
2402,17,Female,Undergraduate,7.5,6.1,4,4.5,0,3,6,8,3.89,FALSE,FALSE
2403,17,Male,Undergraduate,8.1,9.3,6.6,2.9,1.7,2,7,5,2.83,TRUE,TRUE
2404,18,Male,Undergraduate,6.1,9,7.3,4,5.1,1,10,9,2.95,FALSE,TRUE
2405,21,Non-binary,High School,6.4,8.6,3.6,1.4,0.5,0,10,10,2.81,FALSE,TRUE
2406,19,Male,High School,7.4,6,3.3,6.1,8.6,2,7,5,2.85,TRUE,TRUE
2407,15,Female,Graduate,9.3,4.3,1.6,3.1,0,6,5,4,3.29,FALSE,FALSE
2408,22,Male,Undergraduate,7.4,5.7,1.5,1.7,1,0,8,6,3.24,FALSE,TRUE
2409,23,Female,Undergraduate,8.2,4.6,1.2,1.6,0,2,7,8,3.38,FALSE,TRUE
2410,21,Female,Undergraduate,10.1,2.9,1,2.5,4.2,3,6,7,4,FALSE,FALSE
2411,16,Female,Undergraduate,7.5,5.8,4.1,0.9,1.4,3,7,9,3.19,TRUE,TRUE
2412,18,Female,Undergraduate,8,6.9,4,2.4,4.2,3,9,8,3.47,FALSE,TRUE
2413,22,Female,High School,6.3,6.9,4.4,4.1,4.5,3,6,4,3.48,FALSE,FALSE
2414,17,Male,Undergraduate,4.7,11.2,6.5,2.6,4.9,2,10,10,2.46,TRUE,TRUE
2415,17,Non-binary,Graduate,7.2,4.5,3.9,4.2,0.4,1,9,8,3.65,FALSE,TRUE
2416,16,Female,Undergraduate,9.3,3,0.3,4.8,2.7,0,6,7,3.54,TRUE,FALSE
2417,20,Female,Graduate,5.9,8.3,5.7,1.4,7.6,0,5,7,3.24,TRUE,FALSE
2418,22,Non-binary,Undergraduate,7.7,10,5,2.3,1.1,2,8,8,3.1,FALSE,TRUE
2419,20,Male,High School,5.8,8,5.1,1.2,1.8,5,8,7,2.63,FALSE,TRUE
2420,19,Female,High School,7.5,7.3,4.7,4.4,2.9,1,5,6,3.14,FALSE,FALSE
2421,19,Male,Undergraduate,7.3,7.2,4.3,3,4.3,2,7,5,3.02,FALSE,TRUE
2422,15,Female,Graduate,7,4,1.9,5.5,1.9,2,5,7,3.34,TRUE,FALSE
2423,23,Male,Graduate,6.3,9,3,4,4.1,3,7,9,3.71,FALSE,TRUE
2424,21,Male,Graduate,6.9,7.5,4,3.1,4.1,1,8,6,3.22,TRUE,TRUE
2425,19,Female,Undergraduate,7.4,4.4,2.2,4.7,5.6,0,7,7,4,TRUE,TRUE
2426,17,Female,Undergraduate,7,3.7,1,5.5,5.5,0,7,9,3.36,FALSE,TRUE
2427,17,Female,Undergraduate,7.9,7.5,3.6,2.9,0,0,8,10,2.88,TRUE,TRUE
2428,19,Male,High School,6.6,4.6,0.9,2.6,4.3,0,7,6,3.01,FALSE,TRUE
2429,23,Female,Undergraduate,6.5,6.5,3.5,2.9,2.3,0,9,7,3.05,FALSE,TRUE
2430,15,Male,Undergraduate,6.7,7.4,3.8,1.5,0,1,9,10,3.36,TRUE,TRUE
2431,18,Male,High School,8,4.6,2.7,3.6,6.6,2,6,4,3.79,FALSE,FALSE
2432,17,Female,High School,7.7,7.7,3.8,3.2,0.2,0,8,8,2.99,FALSE,TRUE
2433,21,Female,High School,6.8,6.7,4.8,1.9,0,2,10,9,2.67,FALSE,TRUE
2434,19,Female,Undergraduate,6.4,6.9,5.2,5.2,1.9,1,8,10,2.99,FALSE,TRUE
2435,18,Male,Undergraduate,7,5,2,3.1,2.9,2,6,7,3.79,FALSE,FALSE
2436,20,Female,Undergraduate,7.8,5.7,2.9,5.2,2.3,3,7,7,3.38,FALSE,TRUE
2437,15,Female,Undergraduate,5.3,10.7,6.2,3.4,9.6,2,9,10,2.92,FALSE,TRUE
2438,18,Male,Undergraduate,6.1,9.7,5,2.7,2.6,2,10,10,2.65,FALSE,TRUE
2439,19,Male,Undergraduate,7.5,3.4,0.9,2.8,0.5,2,8,6,3.17,FALSE,TRUE
2440,14,Female,Undergraduate,5.3,8.2,5.9,2.3,4.9,4,9,7,3,FALSE,TRUE
2441,22,Female,Undergraduate,7.6,4.6,4.2,4.4,0,1,7,5,2.82,TRUE,TRUE
2442,21,Male,Graduate,7.6,6,2.4,5.1,0,1,7,8,3.73,FALSE,TRUE
2443,19,Male,High School,8.6,3.6,1.8,1.3,6.4,2,5,4,4,FALSE,FALSE
2444,17,Female,Undergraduate,7.8,5.8,5.4,3.3,6.7,1,6,8,3.13,FALSE,FALSE
2445,25,Female,Graduate,7.1,5.7,2.3,3.6,0.5,2,7,6,2.98,FALSE,TRUE
2446,22,Male,Graduate,7.8,4.2,3,2.5,9.4,0,4,5,3.69,FALSE,FALSE
2447,15,Male,Undergraduate,7.8,4.7,2.2,2.6,2.2,2,9,10,2.99,FALSE,TRUE
2448,16,Male,Undergraduate,8.3,5.8,3,4.4,0.1,1,7,5,3.72,FALSE,TRUE
2449,14,Female,Undergraduate,7.8,7.8,5.8,1.7,4.6,2,7,9,3.11,TRUE,TRUE
2450,18,Male,Undergraduate,8.9,5.6,3.5,0.5,2.4,3,8,8,3.45,FALSE,TRUE
2451,17,Male,Undergraduate,7.1,7.5,1.9,4.2,1.8,3,7,5,3.27,FALSE,TRUE
2452,21,Male,High School,9.5,2.4,1.7,2.4,1.3,1,4,3,3.96,FALSE,FALSE
2453,22,Female,Undergraduate,7.6,5.1,3.1,5,1.3,2,7,8,3.13,TRUE,TRUE
2454,17,Female,Undergraduate,7.8,5.3,1.5,2.9,4.9,0,6,6,3.74,FALSE,FALSE
2455,20,Female,Graduate,6.8,6.8,3.9,4,5.3,4,8,8,3.2,FALSE,TRUE
2456,18,Male,High School,7.5,7.3,2.9,4.1,3.5,3,7,9,2.98,TRUE,TRUE
2457,24,Male,Undergraduate,6.6,4.7,1.9,3,7,1,5,7,3.19,TRUE,FALSE
2458,18,Female,High School,7.8,8.1,5,2.5,2.8,2,7,7,2.93,FALSE,TRUE
2459,22,Male,High School,7.1,8,6.1,1.9,4.9,3,9,10,3.05,FALSE,TRUE
2460,19,Male,Undergraduate,7.4,7.7,4.7,4.1,6.3,0,8,9,3.76,TRUE,TRUE
2461,22,Male,Undergraduate,7.9,5.2,1.3,6.4,6.8,0,7,6,3.15,TRUE,TRUE
2462,18,Female,Graduate,9.1,3.8,3.9,4,1.8,1,7,7,3.24,TRUE,TRUE
2463,19,Male,Undergraduate,7.3,8.2,5.1,3.9,3.3,3,7,8,3.61,FALSE,TRUE
2464,18,Female,Undergraduate,6.3,6.9,3.5,1.9,3.9,2,9,10,3.27,FALSE,TRUE
2465,20,Male,Graduate,6.6,6.6,3.7,4.3,9.8,0,8,9,3.49,FALSE,TRUE
2466,22,Female,High School,7.6,5.5,3.1,5,3.6,5,8,8,3.08,TRUE,TRUE
2467,20,Female,Undergraduate,6.8,6,2.1,2.9,0,0,9,9,3.47,FALSE,TRUE
2468,19,Male,Graduate,7.2,4.1,0.3,2.5,7.9,2,8,8,4,FALSE,TRUE
2469,16,Female,High School,5.9,9.7,4.1,2.8,1.8,2,8,9,3.26,FALSE,TRUE
2470,17,Female,High School,7.4,6.9,4.9,2.2,3.7,1,7,6,3.54,TRUE,TRUE
2471,18,Male,High School,8.1,7.2,5.4,5.7,0.1,0,7,9,2.69,FALSE,TRUE
2472,22,Female,Undergraduate,9.9,1,0,6.1,4.1,0,3,3,4,TRUE,FALSE
2473,20,Female,High School,8.4,4.8,1.5,4.1,5.8,1,8,8,3.63,FALSE,TRUE
2474,18,Male,Undergraduate,7,6.9,2.6,4,0.9,0,7,9,3.42,TRUE,TRUE
2475,19,Female,Undergraduate,7.5,6,1,2.1,6.2,0,7,8,3.59,FALSE,TRUE
2476,19,Male,High School,7.8,5.2,5.4,3.6,6.7,2,6,5,3.22,FALSE,FALSE
2477,17,Male,Undergraduate,6.9,6.5,1.9,2.2,5.2,4,9,7,3.12,FALSE,TRUE
2478,19,Female,Undergraduate,8.1,4.9,2.1,3.4,2.2,3,8,10,3.68,TRUE,TRUE
2479,19,Female,Undergraduate,8,6.2,3.9,5.9,3.2,0,5,4,3.96,FALSE,FALSE
2480,17,Non-binary,Undergraduate,7.3,5.2,2.7,2.5,1.8,3,6,6,2.61,FALSE,FALSE
2481,20,Female,Undergraduate,4.6,8.8,5.3,3.2,1.6,0,9,9,2.54,TRUE,TRUE
2482,16,Male,High School,6.6,5.3,4,2.2,5.4,1,6,8,3.43,TRUE,FALSE
2483,16,Non-binary,Undergraduate,8,6.1,3.5,2.8,5.6,2,6,8,3.59,TRUE,FALSE
2484,22,Male,High School,6.5,5.5,4.3,3.4,3.5,2,6,6,2.99,FALSE,FALSE
2485,17,Non-binary,Undergraduate,7.7,6.5,3.5,2.7,5.4,1,7,9,3.61,FALSE,TRUE
2486,22,Male,Undergraduate,5.5,12,5.7,4.4,3.6,0,10,9,2.26,FALSE,TRUE
2487,18,Male,Undergraduate,7.1,10.8,6.8,2.2,2.3,3,10,8,2.45,FALSE,TRUE
2488,21,Male,Undergraduate,6.8,8.9,6,2.7,0.2,1,10,8,2.8,FALSE,TRUE
2489,16,Male,Undergraduate,5.5,7.8,5.1,3.3,1.4,0,10,10,2.71,FALSE,TRUE
2490,22,Male,Undergraduate,7.5,5.9,2.9,3.6,3.9,1,7,5,3.43,FALSE,TRUE
2491,17,Male,Graduate,7.2,6.9,2.7,5.7,3.1,2,8,6,3.38,FALSE,TRUE
2492,15,Female,Undergraduate,7.2,6.6,4.3,5.1,0.8,1,8,8,3.05,FALSE,TRUE
2493,17,Male,Undergraduate,6.4,7.5,5.2,0.6,5,1,10,10,3.18,FALSE,TRUE
2494,19,Non-binary,High School,8.1,4.8,3.1,1.4,5.4,1,7,9,3.23,FALSE,TRUE
2495,16,Male,High School,7.6,4.8,2.1,1.5,2.8,1,6,6,3.68,FALSE,FALSE
2496,20,Male,Undergraduate,8.3,5.1,2.1,3.5,6.2,2,5,3,3.32,FALSE,FALSE
2497,18,Male,High School,7.8,4.5,1.7,3.1,0,2,5,6,3.28,FALSE,FALSE
2498,19,Male,Undergraduate,7.9,5.3,4.6,6.9,5.3,0,8,10,3.14,TRUE,TRUE
2499,18,Female,Undergraduate,6.7,8,3.6,3.8,9.1,1,6,8,2.8,FALSE,FALSE
2500,16,Female,High School,7.1,6.6,3.3,2.5,5.3,2,8,7,3.08,TRUE,TRUE
2501,25,Male,Undergraduate,7.7,6.6,3.6,3.1,0,3,7,9,3.57,TRUE,TRUE
2502,22,Female,Undergraduate,7.2,8.3,3.9,3,3.7,2,7,7,3.03,FALSE,TRUE
2503,16,Male,Undergraduate,7.7,4.7,2.2,3,6.5,2,6,6,3.52,FALSE,FALSE
2504,21,Male,High School,6.6,7.9,1.7,1.4,0,1,10,10,3.39,FALSE,TRUE
2505,24,Female,Undergraduate,7,9.8,4.2,1.8,0,5,9,8,3.14,FALSE,TRUE
2506,16,Female,High School,6.3,7.2,4.9,4.3,8.9,3,6,5,3.39,FALSE,FALSE
2507,26,Female,Graduate,7.9,4.2,2.3,3.5,3.3,3,6,4,3.68,TRUE,FALSE
2508,17,Female,Undergraduate,7,5.1,2.8,1.6,1.7,3,7,6,3.14,FALSE,TRUE
2509,16,Male,High School,8.4,4.3,2.1,3.7,0,3,6,4,3.49,FALSE,FALSE
